cumulative_total,required_global_X,bottleneck_metric,h,d,k,a,w,size_bytes,size_X,keygen_X,sign_X,verify_X,cpb_X
7856,33098.0887,keygen_C,42,2,20,9,256,4464,0.5682,33098.0887,8723.3255,2.2506,3.9607
7857,33098.0887,keygen_C,42,2,10,19,256,4464,0.5682,33098.0887,8730.4015,2.2492,3.9582
7858,33098.0887,keygen_C,42,2,15,15,256,5104,0.6497,33098.0887,8723.9763,2.2687,3.4919
7859,33098.0887,keygen_C,42,2,20,10,256,4784,0.609,33098.0887,8723.3394,2.2599,3.711
7860,33098.0887,keygen_C,42,2,23,16,256,7520,0.9572,33098.0887,8725.35,2.3397,2.4442
7861,33098.0887,keygen_C,42,2,19,20,256,7648,0.9735,33098.0887,8750.253,2.3429,2.4066
7862,33098.0887,keygen_C,42,2,20,19,256,7664,0.9756,33098.0887,8737.4913,2.3434,2.4021
7863,33098.0887,keygen_C,42,2,15,14,256,4864,0.6191,33098.0887,8723.644,2.2617,3.653
7864,33098.0887,keygen_C,42,2,15,16,256,5344,0.6802,33098.0887,8724.641,2.2756,3.3453
7865,33098.0887,keygen_C,42,2,8,18,256,3696,0.4705,33098.0887,8726.1476,2.2269,4.7334
7866,33098.0887,keygen_C,42,2,16,19,256,6384,0.8126,33098.0887,8734.6554,2.3058,2.8375
7867,33098.0887,keygen_C,42,2,21,16,256,6976,0.888,33098.0887,8725.1727,2.3234,2.6165
7868,33098.0887,keygen_C,42,2,17,20,256,6976,0.888,33098.0887,8747.4171,2.323,2.616
7869,33098.0887,keygen_C,42,2,7,19,256,3504,0.446,33098.0887,8728.2745,2.2213,4.9803
7870,33098.0887,keygen_C,42,2,19,18,256,7040,0.8961,33098.0887,8730.047,2.3253,2.5948
7871,33098.0887,keygen_C,42,2,23,10,256,5312,0.6762,33098.0887,8723.3435,2.2756,3.3655
7872,33098.0887,keygen_C,42,2,23,9,256,4944,0.6293,33098.0887,8723.3276,2.265,3.599
7873,33098.0887,keygen_C,42,2,11,18,256,4608,0.5866,33098.0887,8727.2111,2.2538,3.8425
7874,33098.0887,keygen_C,42,2,19,10,256,4608,0.5866,33098.0887,8723.338,2.2548,3.844
7875,33098.0887,keygen_C,42,2,16,13,256,4848,0.6171,33098.0887,8723.4889,2.2613,3.6643
7876,33098.0887,keygen_C,42,2,14,15,256,4848,0.6171,33098.0887,8723.932,2.2608,3.6635
7877,33098.0887,keygen_C,42,2,23,12,256,6048,0.7699,33098.0887,8723.4391,2.297,2.9836
7878,33098.0887,keygen_C,42,2,20,15,256,6384,0.8126,33098.0887,8724.1979,2.3063,2.838
7879,33098.0887,keygen_C,42,2,16,10,256,4080,0.5193,33098.0887,8723.3338,2.239,4.3111
7880,33098.0887,keygen_C,42,2,21,11,256,5296,0.6741,33098.0887,8723.3698,2.2747,3.3743
7881,33098.0887,keygen_C,42,2,11,15,256,4080,0.5193,33098.0887,8723.7991,2.2385,4.3102
7882,33098.0887,keygen_C,42,2,18,13,256,5296,0.6741,33098.0887,8723.5111,2.2742,3.3736
7883,33098.0887,keygen_C,42,2,22,9,256,4784,0.609,33098.0887,8723.3269,2.2599,3.711
7884,33098.0887,keygen_C,42,2,12,20,256,5296,0.6741,33098.0887,8740.3272,2.2738,3.3729
7885,33098.0887,keygen_C,42,2,20,8,256,4144,0.5275,33098.0887,8723.3186,2.2413,4.2489
7886,33098.0887,keygen_C,42,2,20,12,256,5424,0.6904,33098.0887,8723.4224,2.2784,3.3
7887,33098.0887,keygen_C,42,2,13,19,256,5424,0.6904,33098.0887,8732.5284,2.2775,3.2987
7888,33098.0887,keygen_C,42,2,18,9,256,4144,0.5275,33098.0887,8723.3241,2.2408,4.2481
7889,33098.0887,keygen_C,42,2,16,11,256,4336,0.5519,33098.0887,8723.356,2.2464,4.0701
7890,33098.0887,keygen_C,42,2,17,19,256,6704,0.8534,33098.0887,8735.3644,2.3151,2.7129
7891,33098.0887,keygen_C,42,2,21,14,256,6304,0.8024,33098.0887,8723.7769,2.3039,2.8712
7892,33098.0887,keygen_C,42,2,12,15,256,4336,0.5519,33098.0887,8723.8434,2.2459,4.0692
7893,33098.0887,keygen_C,42,2,20,16,256,6704,0.8534,33098.0887,8725.0841,2.3155,2.7134
7894,33098.0887,keygen_C,42,2,15,20,256,6304,0.8024,33098.0887,8744.5811,2.3035,2.8706
7895,33098.0887,keygen_C,42,2,12,18,256,4912,0.6253,33098.0887,8727.5656,2.2626,3.6188
7896,33098.0887,keygen_C,42,2,13,15,256,4592,0.5845,33098.0887,8723.8877,2.2534,3.8551
7897,33098.0887,keygen_C,42,2,19,11,256,4912,0.6253,33098.0887,8723.3643,2.2636,3.6202
7898,33098.0887,keygen_C,42,2,16,15,256,5360,0.6823,33098.0887,8724.0207,2.2761,3.336
7899,33098.0887,keygen_C,42,2,24,16,256,7792,0.9919,33098.0887,8725.4386,2.3476,2.3668
7900,33098.0887,keygen_C,42,2,11,20,256,4960,0.6314,33098.0887,8738.9093,2.264,3.5859
7901,33098.0887,keygen_C,42,2,23,8,256,4576,0.5825,33098.0887,8723.3196,2.2543,3.8701
7902,33098.0887,keygen_C,42,2,20,13,256,5744,0.7312,33098.0887,8723.5332,2.2877,3.1289
7903,33098.0887,keygen_C,42,2,22,16,256,7248,0.9226,33098.0887,8725.2614,2.3313,2.5269
7904,33098.0887,keygen_C,42,2,14,19,256,5744,0.7312,33098.0887,8733.2374,2.2868,3.1276
7905,33098.0887,keygen_C,42,2,9,19,256,4144,0.5275,33098.0887,8729.6925,2.2399,4.2463
7906,33098.0887,keygen_C,42,2,10,17,256,4144,0.5275,33098.0887,8725.0841,2.2399,4.2463
7907,33098.0887,keygen_C,42,2,12,14,256,4144,0.5275,33098.0887,8723.5775,2.2404,4.2472
7908,33098.0887,keygen_C,42,2,18,19,256,7024,0.8941,33098.0887,8736.0733,2.3244,2.5997
7909,33098.0887,keygen_C,42,2,20,17,256,7024,0.8941,33098.0887,8726.8566,2.3248,2.6002
7910,33098.0887,keygen_C,42,2,24,14,256,7024,0.8941,33098.0887,8723.8434,2.3253,2.6007
7911,33098.0887,keygen_C,42,2,17,14,256,5344,0.6802,33098.0887,8723.6883,2.2756,3.3453
7912,33098.0887,keygen_C,42,2,15,11,256,4144,0.5275,33098.0887,8723.3532,2.2408,4.2481
7913,33098.0887,keygen_C,42,2,16,12,256,4592,0.5845,33098.0887,8723.4003,2.2538,3.8559
7914,33098.0887,keygen_C,42,2,21,10,256,4960,0.6314,33098.0887,8723.3407,2.265,3.5874
7915,33098.0887,keygen_C,42,2,14,17,256,5296,0.6741,33098.0887,8725.7931,2.2738,3.3729
7916,33098.0887,keygen_C,42,2,10,18,256,4304,0.5479,33098.0887,8726.8566,2.2445,4.0969
7917,33098.0887,keygen_C,42,2,13,17,256,5008,0.6375,33098.0887,8725.6159,2.2654,3.5538
7918,33098.0887,keygen_C,42,2,21,17,256,7312,0.9308,33098.0887,8727.0338,2.3332,2.5068
7919,33098.0887,keygen_C,42,2,18,20,256,7312,0.9308,33098.0887,8748.835,2.3327,2.5063
7920,33098.0887,keygen_C,42,2,21,18,256,7648,0.9735,33098.0887,8730.756,2.3429,2.4066
7921,33098.0887,keygen_C,42,2,15,12,256,4384,0.558,33098.0887,8723.3948,2.2478,4.028
7922,33098.0887,keygen_C,42,2,15,19,256,6064,0.7719,33098.0887,8733.9464,2.2965,2.9752
7923,33098.0887,keygen_C,42,2,24,10,256,5488,0.6986,33098.0887,8723.3449,2.2807,3.2649
7924,33098.0887,keygen_C,42,2,20,14,256,6064,0.7719,33098.0887,8723.7548,2.297,2.9758
7925,33098.0887,keygen_C,42,2,18,12,256,5008,0.6375,33098.0887,8723.4114,2.2659,3.5545
7926,33098.0887,keygen_C,42,2,9,16,256,3712,0.4725,33098.0887,8724.1093,2.2274,4.714
7927,33098.0887,keygen_C,42,2,19,14,256,5824,0.7413,33098.0887,8723.7326,2.29,3.089
7928,33098.0887,keygen_C,42,2,12,16,256,4528,0.5764,33098.0887,8724.3751,2.2515,3.9063
7929,33098.0887,keygen_C,42,2,19,9,256,4304,0.5479,33098.0887,8723.3248,2.2459,4.0995
7930,33098.0887,keygen_C,42,2,24,15,256,7408,0.943,33098.0887,8724.3751,2.3364,2.4777
7931,33098.0887,keygen_C,42,2,17,11,256,4528,0.5764,33098.0887,8723.3588,2.252,3.9071
7932,33098.0887,keygen_C,42,2,13,14,256,4384,0.558,33098.0887,8723.5997,2.2473,4.0272
7933,33098.0887,keygen_C,42,2,22,11,256,5488,0.6986,33098.0887,8723.3726,2.2803,3.2642
7934,33098.0887,keygen_C,42,2,23,13,256,6416,0.8167,33098.0887,8723.5665,2.3077,2.8256
7935,33098.0887,keygen_C,42,2,15,18,256,5824,0.7413,33098.0887,8728.629,2.2896,3.0884
7936,33098.0887,keygen_C,42,2,13,13,256,4176,0.5316,33098.0887,8723.4557,2.2413,4.2164
7937,33098.0887,keygen_C,42,2,14,12,256,4176,0.5316,33098.0887,8723.3892,2.2413,4.2164
7938,33098.0887,keygen_C,42,2,15,13,256,4624,0.5886,33098.0887,8723.4778,2.2548,3.8307
7939,33098.0887,keygen_C,42,2,21,9,256,4624,0.5886,33098.0887,8723.3262,2.2552,3.8315
7940,33098.0887,keygen_C,42,2,17,18,256,6432,0.8187,33098.0887,8729.338,2.3072,2.818
7941,33098.0887,keygen_C,42,2,10,20,256,4624,0.5886,33098.0887,8737.4913,2.2538,3.8292
7942,33098.0887,keygen_C,42,2,17,12,256,4800,0.611,33098.0887,8723.4058,2.2599,3.6986
7943,33098.0887,keygen_C,42,2,13,16,256,4800,0.611,33098.0887,8724.4638,2.2594,3.6979
7944,33098.0887,keygen_C,42,2,14,14,256,4624,0.5886,33098.0887,8723.6219,2.2543,3.83
7945,51935.4491,keygen_C,48,2,13,12,32,4384,0.558,51935.4491,13688.1467,0.5137,0.9205
7946,51935.4491,keygen_C,48,2,18,8,32,4272,0.5438,51935.4491,13688.0809,0.5109,0.9395
7947,51935.4491,keygen_C,48,2,16,16,32,6032,0.7678,51935.4491,13689.4926,0.5619,0.7319
7948,51935.4491,keygen_C,48,2,13,13,32,4592,0.5845,51935.4491,13688.2187,0.5197,0.8891
7949,51935.4491,keygen_C,48,2,17,15,32,6032,0.7678,51935.4491,13688.828,0.5619,0.7319
7950,51935.4491,keygen_C,48,2,15,17,32,6000,0.7637,51935.4491,13690.7333,0.561,0.7346
7951,51935.4491,keygen_C,48,2,18,17,32,6864,0.8737,51935.4491,13691.2651,0.5861,0.6708
7952,51935.4491,keygen_C,48,2,23,10,32,5728,0.7291,51935.4491,13688.1065,0.5541,0.7599
7953,51935.4491,keygen_C,48,2,9,17,32,4272,0.5438,51935.4491,13689.6699,0.51,0.9378
7954,51935.4491,keygen_C,48,2,18,14,32,6000,0.7637,51935.4491,13688.4735,0.561,0.7346
7955,51935.4491,keygen_C,48,2,24,14,32,7440,0.947,51935.4491,13688.6064,0.6037,0.6375
7956,51935.4491,keygen_C,48,2,16,15,32,5776,0.7352,51935.4491,13688.7836,0.5545,0.7542
7957,51935.4491,keygen_C,48,2,20,17,32,7440,0.947,51935.4491,13691.6196,0.6032,0.637
7958,51935.4491,keygen_C,48,2,19,13,32,5936,0.7556,51935.4491,13688.2851,0.5596,0.7406
7959,51935.4491,keygen_C,48,2,14,18,32,5936,0.7556,51935.4491,13693.0375,0.5587,0.7394
7960,51935.4491,keygen_C,48,2,8,16,32,3856,0.4908,51935.4491,13688.7837,0.4979,1.0144
7961,51935.4491,keygen_C,48,2,18,19,32,7440,0.947,51935.4491,13700.8363,0.6028,0.6365
7962,51935.4491,keygen_C,48,2,9,14,32,3840,0.4888,51935.4491,13688.2741,0.4974,1.0177
7963,51935.4491,keygen_C,48,2,21,11,32,5712,0.7271,51935.4491,13688.1328,0.5531,0.7608
7964,51935.4491,keygen_C,48,2,17,14,32,5760,0.7332,51935.4491,13688.4513,0.5541,0.7557
7965,51935.4491,keygen_C,48,2,15,16,32,5760,0.7332,51935.4491,13689.404,0.5541,0.7557
7966,51935.4491,keygen_C,48,2,23,11,32,6096,0.776,51935.4491,13688.1384,0.5647,0.7278
7967,51935.4491,keygen_C,48,2,18,13,32,5712,0.7271,51935.4491,13688.2741,0.5527,0.7601
7968,51935.4491,keygen_C,48,2,9,19,32,4560,0.5804,51935.4491,13694.4555,0.5183,0.893
7969,51935.4491,keygen_C,48,2,20,12,32,5840,0.7434,51935.4491,13688.1854,0.5568,0.7491
7970,51935.4491,keygen_C,48,2,24,10,32,5904,0.7515,51935.4491,13688.1079,0.5592,0.744
7971,51935.4491,keygen_C,48,2,22,11,32,5904,0.7515,51935.4491,13688.1356,0.5587,0.7434
7972,51935.4491,keygen_C,48,2,21,14,32,6720,0.8554,51935.4491,13688.5399,0.5824,0.6808
7973,51935.4491,keygen_C,48,2,19,8,32,4416,0.5621,51935.4491,13688.0812,0.5155,0.9171
7974,51935.4491,keygen_C,48,2,7,18,32,3808,0.4847,51935.4491,13690.5561,0.4965,1.0243
7975,51935.4491,keygen_C,48,2,8,20,32,4368,0.556,51935.4491,13699.4184,0.5128,0.9222
7976,51935.4491,keygen_C,48,2,19,16,32,6848,0.8717,51935.4491,13689.7585,0.5861,0.6723
7977,51935.4491,keygen_C,48,2,12,13,32,4368,0.556,51935.4491,13688.2076,0.5132,0.9231
7978,51935.4491,keygen_C,48,2,17,10,32,4672,0.5947,51935.4491,13688.0982,0.5225,0.8786
7979,51935.4491,keygen_C,48,2,11,16,32,4672,0.5947,51935.4491,13689.0495,0.522,0.8778
7980,51935.4491,keygen_C,48,2,20,8,32,4560,0.5804,51935.4491,13688.0816,0.5197,0.8954
7981,51935.4491,keygen_C,48,2,18,9,32,4560,0.5804,51935.4491,13688.0871,0.5193,0.8946
7982,51935.4491,keygen_C,48,2,15,11,32,4560,0.5804,51935.4491,13688.1162,0.5193,0.8946
7983,51935.4491,keygen_C,48,2,19,18,32,7456,0.9491,51935.4491,13694.81,0.6037,0.6361
7984,51935.4491,keygen_C,48,2,12,14,32,4560,0.5804,51935.4491,13688.3405,0.5188,0.8938
7985,51935.4491,keygen_C,48,2,10,17,32,4560,0.5804,51935.4491,13689.8471,0.5183,0.893
7986,51935.4491,keygen_C,48,2,9,18,32,4416,0.5621,51935.4491,13691.2651,0.5142,0.9147
7987,51935.4491,keygen_C,48,2,14,17,32,5712,0.7271,51935.4491,13690.5561,0.5522,0.7595
7988,51935.4491,keygen_C,48,2,17,9,32,4400,0.5601,51935.4491,13688.0864,0.5146,0.9188
7989,51935.4491,keygen_C,48,2,14,11,32,4368,0.556,51935.4491,13688.1134,0.5132,0.9231
7990,51935.4491,keygen_C,48,2,13,19,32,5840,0.7434,51935.4491,13697.2914,0.5559,0.7478
7991,51935.4491,keygen_C,48,2,12,20,32,5712,0.7271,51935.4491,13705.0902,0.5522,0.7595
7992,51935.4491,keygen_C,48,2,16,19,32,6800,0.8656,51935.4491,13699.4184,0.5842,0.6749
7993,51935.4491,keygen_C,48,2,17,18,32,6848,0.8717,51935.4491,13694.101,0.5856,0.6718
7994,51935.4491,keygen_C,48,2,10,16,32,4400,0.5601,51935.4491,13688.9609,0.5137,0.9172
7995,51935.4491,keygen_C,48,2,17,20,32,7392,0.9409,51935.4491,13712.18,0.6014,0.6391
7996,51935.4491,keygen_C,48,2,21,16,32,7392,0.9409,51935.4491,13689.9357,0.6019,0.6396
7997,51935.4491,keygen_C,48,2,23,15,32,7568,0.9633,51935.4491,13689.0938,0.6074,0.6305
7998,51935.4491,keygen_C,48,2,20,15,32,6800,0.8656,51935.4491,13688.9609,0.5847,0.6755
7999,51935.4491,keygen_C,48,2,15,20,32,6720,0.8554,51935.4491,13709.3441,0.5819,0.6803
8000,51935.4491,keygen_C,48,2,23,13,32,6832,0.8697,51935.4491,13688.3295,0.5861,0.6739
8001,51935.4491,keygen_C,48,2,11,14,32,4320,0.5499,51935.4491,13688.3184,0.5118,0.9308
8002,51935.4491,keygen_C,48,2,15,10,32,4320,0.5499,51935.4491,13688.0954,0.5123,0.9316
8003,51935.4491,keygen_C,48,2,11,15,32,4496,0.5723,51935.4491,13688.5621,0.5169,0.9033
8004,51935.4491,keygen_C,48,2,13,20,32,6048,0.7699,51935.4491,13706.5082,0.5619,0.7299
8005,51935.4491,keygen_C,48,2,21,12,32,6048,0.7699,51935.4491,13688.191,0.5629,0.7311
8006,51935.4491,keygen_C,48,2,16,10,32,4496,0.5723,51935.4491,13688.0968,0.5174,0.9041
8007,51935.4491,keygen_C,48,2,14,12,32,4592,0.5845,51935.4491,13688.1522,0.5197,0.8891
8008,51935.4491,keygen_C,48,2,15,15,32,5520,0.7026,51935.4491,13688.7393,0.5471,0.7786
8009,51935.4491,keygen_C,48,2,21,13,32,6384,0.8126,51935.4491,13688.3073,0.5726,0.7047
8010,51935.4491,keygen_C,48,2,17,13,32,5488,0.6986,51935.4491,13688.263,0.5462,0.7818
8011,51935.4491,keygen_C,48,2,19,11,32,5328,0.6782,51935.4491,13688.1273,0.542,0.7992
8012,51935.4491,keygen_C,48,2,22,15,32,7312,0.9308,51935.4491,13689.0495,0.5995,0.6441
8013,51935.4491,keygen_C,48,2,23,12,32,6464,0.8228,51935.4491,13688.2021,0.5754,0.6993
8014,51935.4491,keygen_C,48,2,17,12,32,5216,0.664,51935.4491,13688.1688,0.5383,0.8107
8015,51935.4491,keygen_C,48,2,13,16,32,5216,0.664,51935.4491,13689.2268,0.5378,0.81
8016,51935.4491,keygen_C,48,2,15,14,32,5280,0.6721,51935.4491,13688.407,0.5401,0.8037
8017,51935.4491,keygen_C,48,2,17,16,32,6304,0.8024,51935.4491,13689.5813,0.5698,0.7101
8018,51935.4491,keygen_C,48,2,22,13,32,6608,0.8411,51935.4491,13688.3184,0.5791,0.6885
8019,51935.4491,keygen_C,48,2,15,12,32,4800,0.611,51935.4491,13688.1578,0.5262,0.8612
8020,51935.4491,keygen_C,48,2,13,14,32,4800,0.611,51935.4491,13688.3627,0.5258,0.8605
8021,51935.4491,keygen_C,48,2,17,17,32,6576,0.8371,51935.4491,13691.0878,0.5777,0.6902
8022,51935.4491,keygen_C,48,2,14,13,32,4816,0.613,51935.4491,13688.2298,0.5262,0.8584
8023,51935.4491,keygen_C,48,2,17,8,32,4128,0.5255,51935.4491,13688.0806,0.5067,0.9644
8024,51935.4491,keygen_C,48,2,12,11,32,3984,0.5071,51935.4491,13688.1079,0.5021,0.9901
8025,51935.4491,keygen_C,48,2,9,15,32,3984,0.5071,51935.4491,13688.4735,0.5016,0.9891
8026,51935.4491,keygen_C,48,2,12,19,32,5520,0.7026,51935.4491,13696.5824,0.5466,0.778
8027,51935.4491,keygen_C,48,2,8,17,32,3984,0.5071,51935.4491,13689.4926,0.5016,0.9891
8028,51935.4491,keygen_C,48,2,16,14,32,5520,0.7026,51935.4491,13688.4292,0.5471,0.7786
8029,51935.4491,keygen_C,48,2,20,11,32,5520,0.7026,51935.4491,13688.1301,0.5476,0.7793
8030,51935.4491,keygen_C,48,2,9,16,32,4128,0.5255,51935.4491,13688.8723,0.5058,0.9626
8031,51935.4491,keygen_C,48,2,24,9,32,5520,0.7026,51935.4491,13688.0913,0.548,0.7799
8032,51935.4491,keygen_C,48,2,22,12,32,6256,0.7963,51935.4491,13688.1965,0.5689,0.7144
8033,51935.4491,keygen_C,48,2,19,15,32,6544,0.833,51935.4491,13688.9166,0.5773,0.693
8034,51935.4491,keygen_C,48,2,13,10,32,3968,0.5051,51935.4491,13688.0927,0.5016,0.9931
8035,51935.4491,keygen_C,48,2,16,17,32,6288,0.8004,51935.4491,13690.9106,0.5694,0.7114
8036,51935.4491,keygen_C,48,2,16,8,32,3984,0.5071,51935.4491,13688.0802,0.5026,0.991
8037,51935.4491,keygen_C,48,2,14,16,32,5488,0.6986,51935.4491,13689.3154,0.5457,0.7812
8038,51935.4491,keygen_C,48,2,21,9,32,5040,0.6415,51935.4491,13688.0892,0.5336,0.8318
8039,51935.4491,keygen_C,48,2,15,13,32,5040,0.6415,51935.4491,13688.2408,0.5332,0.8311
8040,51935.4491,keygen_C,48,2,18,15,32,6288,0.8004,51935.4491,13688.8723,0.5694,0.7114
8041,51935.4491,keygen_C,48,2,22,16,32,7664,0.9756,51935.4491,13690.0244,0.6097,0.625
8042,51935.4491,keygen_C,48,2,24,11,32,6288,0.8004,51935.4491,13688.1411,0.5703,0.7125
8043,51935.4491,keygen_C,48,2,16,13,32,5264,0.6701,51935.4491,13688.2519,0.5397,0.8054
8044,51935.4491,keygen_C,48,2,18,12,32,5424,0.6904,51935.4491,13688.1744,0.5443,0.7884
8045,51935.4491,keygen_C,48,2,22,8,32,4848,0.6171,51935.4491,13688.0823,0.5281,0.8557
8046,51935.4491,keygen_C,48,2,18,10,32,4848,0.6171,51935.4491,13688.0996,0.5276,0.855
8047,51935.4491,keygen_C,48,2,11,17,32,4848,0.6171,51935.4491,13690.0244,0.5271,0.8542
8048,51935.4491,keygen_C,48,2,13,17,32,5424,0.6904,51935.4491,13690.3789,0.5439,0.7877
8049,51935.4491,keygen_C,48,2,23,8,32,4992,0.6354,51935.4491,13688.0826,0.5327,0.8383
8050,51935.4491,keygen_C,48,2,10,19,32,4880,0.6212,51935.4491,13695.1645,0.5276,0.8494
8051,51935.4491,keygen_C,48,2,13,15,32,5008,0.6375,51935.4491,13688.6507,0.5318,0.8342
8052,51935.4491,keygen_C,48,2,16,12,32,5008,0.6375,51935.4491,13688.1633,0.5323,0.8349
8053,51935.4491,keygen_C,48,2,20,9,32,4880,0.6212,51935.4491,13688.0885,0.529,0.8516
8054,51935.4491,keygen_C,48,2,23,14,32,7200,0.9165,51935.4491,13688.5842,0.5968,0.6511
8055,51935.4491,keygen_C,48,2,7,20,32,4032,0.5132,51935.4491,13698.0004,0.503,0.9801
8056,51935.4491,keygen_C,48,2,11,18,32,5024,0.6395,51935.4491,13691.9741,0.5323,0.8323
8057,51935.4491,keygen_C,48,2,19,10,32,5024,0.6395,51935.4491,13688.101,0.5332,0.8337
8058,51935.4491,keygen_C,48,2,12,12,32,4176,0.5316,51935.4491,13688.1411,0.5077,0.955
8059,51935.4491,keygen_C,48,2,22,14,32,6960,0.8859,51935.4491,13688.5621,0.5893,0.6652
8060,51935.4491,keygen_C,48,2,13,11,32,4176,0.5316,51935.4491,13688.1107,0.5077,0.955
8061,51935.4491,keygen_C,48,2,18,20,32,7728,0.9837,51935.4491,13713.598,0.6111,0.6213
8062,51935.4491,keygen_C,48,2,21,17,32,7728,0.9837,51935.4491,13691.7968,0.6116,0.6217
8063,51935.4491,keygen_C,48,2,14,10,32,4144,0.5275,51935.4491,13688.0941,0.5067,0.9606
8064,51935.4491,keygen_C,48,2,11,13,32,4144,0.5275,51935.4491,13688.1965,0.5067,0.9606
8065,51935.4491,keygen_C,48,2,10,20,32,5040,0.6415,51935.4491,13702.2543,0.5323,0.8296
8066,51935.4491,keygen_C,48,2,14,14,32,5040,0.6415,51935.4491,13688.3848,0.5327,0.8304
8067,51935.4491,keygen_C,48,2,24,13,32,7056,0.8982,51935.4491,13688.3405,0.5926,0.6598
8068,51935.4491,keygen_C,48,2,22,10,32,5552,0.7067,51935.4491,13688.1051,0.5485,0.7761
8069,51935.4491,keygen_C,48,2,18,16,32,6576,0.8371,51935.4491,13689.6699,0.5777,0.6902
8070,51935.4491,keygen_C,48,2,11,12,32,3968,0.5051,51935.4491,13688.1356,0.5016,0.9931
8071,51935.4491,keygen_C,48,2,16,18,32,6544,0.833,51935.4491,13693.7465,0.5768,0.6924
8072,51935.4491,keygen_C,48,2,18,18,32,7152,0.9104,51935.4491,13694.4555,0.5944,0.6529
8073,51935.4491,keygen_C,48,2,10,15,32,4240,0.5397,51935.4491,13688.5178,0.509,0.9432
8074,51935.4491,keygen_C,48,2,16,9,32,4240,0.5397,51935.4491,13688.0857,0.51,0.9449
8075,51935.4491,keygen_C,48,2,15,9,32,4080,0.5193,51935.4491,13688.0851,0.5053,0.973
8076,51935.4491,keygen_C,48,2,19,9,32,4720,0.6008,51935.4491,13688.0878,0.5244,0.8728
8077,51935.4491,keygen_C,48,2,19,19,32,7760,0.9878,51935.4491,13701.5453,0.6125,0.6201
8078,51935.4491,keygen_C,48,2,10,18,32,4720,0.6008,51935.4491,13691.6196,0.523,0.8704
8079,51935.4491,keygen_C,48,2,20,18,32,7760,0.9878,51935.4491,13695.1645,0.6125,0.6201
8080,51935.4491,keygen_C,48,2,17,11,32,4944,0.6293,51935.4491,13688.1217,0.5304,0.8428
8081,51935.4491,keygen_C,48,2,14,9,32,3920,0.499,51935.4491,13688.0844,0.5002,1.0025
8082,51935.4491,keygen_C,48,2,17,19,32,7120,0.9063,51935.4491,13700.1274,0.5935,0.6549
8083,51935.4491,keygen_C,48,2,20,16,32,7120,0.9063,51935.4491,13689.8471,0.594,0.6554
8084,51935.4491,keygen_C,48,2,10,13,32,3920,0.499,51935.4491,13688.1854,0.4998,1.0016
8085,51935.4491,keygen_C,48,2,7,19,32,3920,0.499,51935.4491,13693.0375,0.4998,1.0016
8086,51935.4491,keygen_C,48,2,13,18,32,5632,0.7169,51935.4491,13692.683,0.5499,0.767
8087,51935.4491,keygen_C,48,2,19,12,32,5632,0.7169,51935.4491,13688.1799,0.5508,0.7683
8088,51935.4491,keygen_C,48,2,12,16,32,4944,0.6293,51935.4491,13689.1381,0.5299,0.8421
8089,51935.4491,keygen_C,48,2,14,20,32,6384,0.8126,51935.4491,13707.9262,0.5717,0.7035
8090,51935.4491,keygen_C,48,2,12,18,32,5328,0.6782,51935.4491,13692.3286,0.5411,0.7978
8091,51935.4491,keygen_C,48,2,12,17,32,5136,0.6538,51935.4491,13690.2016,0.5355,0.8191
8092,51935.4491,keygen_C,48,2,18,11,32,5136,0.6538,51935.4491,13688.1245,0.536,0.8198
8093,51935.4491,keygen_C,48,2,21,8,32,4704,0.5988,51935.4491,13688.0819,0.5239,0.8749
8094,51935.4491,keygen_C,48,2,9,20,32,4704,0.5988,51935.4491,13700.8363,0.5225,0.8726
8095,51935.4491,keygen_C,48,2,20,13,32,6160,0.7841,51935.4491,13688.2962,0.5661,0.722
8096,51935.4491,keygen_C,48,2,14,19,32,6160,0.7841,51935.4491,13698.0004,0.5652,0.7208
8097,51935.4491,keygen_C,48,2,24,8,32,5136,0.6538,51935.4491,13688.083,0.5369,0.8212
8098,51935.4491,keygen_C,48,2,8,19,32,4240,0.5397,51935.4491,13693.7465,0.509,0.9432
8099,51935.4491,keygen_C,48,2,24,12,32,6672,0.8493,51935.4491,13688.2076,0.5814,0.6846
8100,51935.4491,keygen_C,48,2,19,17,32,7152,0.9104,51935.4491,13691.4423,0.5949,0.6535
8101,51935.4491,keygen_C,48,2,12,15,32,4752,0.6049,51935.4491,13688.6064,0.5244,0.8669
8102,51935.4491,keygen_C,48,2,19,14,32,6240,0.7943,51935.4491,13688.4956,0.5684,0.7157
8103,51935.4491,keygen_C,48,2,22,9,32,5200,0.6619,51935.4491,13688.0899,0.5383,0.8132
8104,51935.4491,keygen_C,48,2,20,10,32,5200,0.6619,51935.4491,13688.1024,0.5383,0.8132
8105,51935.4491,keygen_C,48,2,11,19,32,5200,0.6619,51935.4491,13695.8735,0.5374,0.8118
8106,51935.4491,keygen_C,48,2,15,18,32,6240,0.7943,51935.4491,13693.392,0.568,0.7151
8107,51935.4491,keygen_C,48,2,15,19,32,6480,0.8248,51935.4491,13698.7094,0.5749,0.697
8108,51935.4491,keygen_C,48,2,20,14,32,6480,0.8248,51935.4491,13688.5178,0.5754,0.6976
8109,51935.4491,keygen_C,48,2,21,15,32,7056,0.8982,51935.4491,13689.0052,0.5921,0.6592
8110,51935.4491,keygen_C,48,2,21,10,32,5376,0.6843,51935.4491,13688.1037,0.5434,0.7941
