cumulative_total,required_global_X,bottleneck_metric,h,d,k,a,w,size_bytes,size_X,keygen_X,sign_X,verify_X,cpb_X
2560,8.9806,c_per_byte,42,7,19,12,256,6656,0.8473,1.0101,1.037,7.6088,8.9806
2561,8.9806,c_per_byte,49,7,20,11,256,6656,0.8473,2.0201,1.9189,7.6088,8.9806
2562,8.9811,c_per_byte,49,7,24,9,256,6656,0.8473,2.0201,1.8801,7.6093,8.9811
2563,9.006,c_per_byte,40,8,17,16,256,7584,0.9654,0.505,2.039,8.6942,9.006
2564,9.0136,c_per_byte,45,5,10,15,256,4736,0.6029,8.0806,5.7674,5.4339,9.0136
2565,9.0137,sign_C,44,4,16,18,32,7376,0.9389,6.3398,9.0137,0.9852,1.0493
2566,9.0137,sign_C,44,4,8,19,32,5072,0.6456,6.3398,9.0137,0.9174,1.421
2567,9.0144,c_per_byte,40,5,11,14,256,4736,0.6029,4.0403,2.9059,5.4343,9.0144
2568,9.0152,c_per_byte,45,5,16,9,256,4736,0.6029,8.0806,5.3354,5.4348,9.0152
2569,9.0187,c_per_byte,42,6,12,16,256,5680,0.723,2.0201,2.6608,6.5206,9.0187
2570,9.0187,c_per_byte,48,6,11,17,256,5680,0.723,4.0403,5.1443,6.5206,9.0187
2571,9.0193,c_per_byte,48,6,18,10,256,5680,0.723,4.0403,3.2195,6.5211,9.0193
2572,9.0193,c_per_byte,42,6,17,11,256,5680,0.723,2.0201,1.6444,6.5211,9.0193
2573,9.02,c_per_byte,48,6,22,8,256,5680,0.723,4.0403,3.2022,6.5216,9.02
2574,9.0218,c_per_byte,49,7,14,16,256,6624,0.8432,2.0201,3.1042,7.607,9.0218
2575,9.0223,c_per_byte,49,7,17,13,256,6624,0.8432,2.0201,2.0518,7.6074,9.0223
2576,9.0246,c_per_byte,40,8,16,17,256,7568,0.9633,0.505,3.3683,8.6937,9.0246
2577,9.0246,c_per_byte,40,8,18,15,256,7568,0.9633,0.505,1.33,8.6937,9.0246
2578,9.0251,c_per_byte,48,8,20,13,256,7568,0.9633,1.0101,1.2864,8.6942,9.0251
2579,9.0255,c_per_byte,40,8,24,11,256,7568,0.9633,0.505,0.5989,8.6947,9.0255
2580,9.0299,sign_C,40,5,12,19,32,6736,0.8574,0.7925,9.0299,1.1582,1.3508
2581,9.043,sign_C,40,5,18,18,256,7568,0.9633,4.0403,9.043,5.5169,5.7269
2582,9.043,sign_C,40,5,9,19,256,4976,0.6334,4.0403,9.043,5.4408,8.5899
2583,9.0624,c_per_byte,40,8,22,12,256,7536,0.9593,0.505,0.6543,8.6933,9.0624
2584,9.0685,c_per_byte,48,6,14,13,256,5648,0.7189,4.0403,3.3497,6.5197,9.0685
2585,9.0807,c_per_byte,40,8,15,18,256,7520,0.9572,0.505,5.8498,8.6923,9.0807
2586,9.0812,c_per_byte,40,8,19,14,256,7520,0.9572,0.505,0.9534,8.6928,9.0812
2587,9.0871,c_per_byte,42,7,22,10,256,6576,0.8371,1.0101,0.9622,7.6065,9.0871
2588,9.0936,c_per_byte,48,6,13,14,256,5632,0.7169,4.0403,3.4826,6.5193,9.0936
2589,9.0943,c_per_byte,48,6,15,12,256,5632,0.7169,4.0403,3.2777,6.5197,9.0943
2590,9.1006,c_per_byte,48,8,23,11,256,7504,0.9552,1.0101,1.1285,8.6928,9.1006
2591,9.1036,c_per_byte,40,5,9,17,256,4688,0.5967,4.0403,4.2573,5.4325,9.1036
2592,9.1076,c_per_byte,49,7,13,17,256,6560,0.835,2.0201,4.1677,7.6051,9.1076
2593,9.1081,c_per_byte,49,7,18,12,256,6560,0.835,2.0201,1.9632,7.6056,9.1081
2594,9.1166,sign_C,50,5,11,19,16,7136,0.9084,2.0,9.1166,0.7592,0.8358
2595,9.1182,c_per_byte,42,6,10,19,256,5616,0.7149,2.0201,8.6871,6.5183,9.1182
2596,9.1202,c_per_byte,42,6,20,9,256,5616,0.7149,2.0201,1.6111,6.5197,9.1202
2597,9.1298,c_per_byte,42,7,16,14,256,6544,0.833,1.0101,1.2862,7.6051,9.1298
2598,9.1298,c_per_byte,42,7,15,15,256,6544,0.833,1.0101,1.5964,7.6051,9.1298
2599,9.1304,c_per_byte,42,7,20,11,256,6544,0.833,1.0101,0.9871,7.6056,9.1304
2600,9.131,c_per_byte,42,7,24,9,256,6544,0.833,1.0101,0.9484,7.606,9.131
2601,9.1344,sign_C,48,6,12,19,32,7312,0.9308,0.7925,9.1344,1.3671,1.4688
2602,9.1348,c_per_byte,45,5,13,11,256,4672,0.5947,8.0806,5.3603,5.4325,9.1348
2603,9.1348,c_per_byte,45,5,12,12,256,4672,0.5947,8.0806,5.3907,5.4325,9.1348
2604,9.1572,c_per_byte,48,8,21,12,256,7456,0.9491,1.0101,1.1812,8.691,9.1572
2605,9.1646,c_per_byte,40,5,8,19,256,4656,0.5927,4.0403,8.334,5.4316,9.1646
2606,9.1646,c_per_byte,40,5,10,15,256,4656,0.5927,4.0403,3.1053,5.4316,9.1646
2607,9.1667,sign_C,45,5,12,19,16,7376,0.9389,1.0,9.1667,0.7661,0.816
2608,9.1698,c_per_byte,48,6,12,15,256,5584,0.7108,4.0403,3.7263,6.5179,9.1698
2609,9.1698,c_per_byte,42,6,11,17,256,5584,0.7108,2.0201,3.547,6.5179,9.1698
2610,9.1705,c_per_byte,48,6,16,11,256,5584,0.7108,4.0403,3.2389,6.5183,9.1705
2611,9.1705,c_per_byte,42,6,18,10,256,5584,0.7108,2.0201,1.6222,6.5183,9.1705
2612,9.1711,c_per_byte,42,6,22,8,256,5584,0.7108,2.0201,1.6049,6.5188,9.1711
2613,9.173,c_per_byte,42,7,14,16,256,6512,0.8289,1.0101,2.1725,7.6037,9.173
2614,9.1736,c_per_byte,42,7,17,13,256,6512,0.8289,1.0101,1.1201,7.6042,9.1736
2615,9.1741,c_per_byte,49,7,21,10,256,6512,0.8289,2.0201,1.8926,7.6046,9.1741
2616,9.1759,c_per_byte,48,8,16,16,256,7440,0.947,1.0101,2.4828,8.69,9.1759
2617,9.1759,c_per_byte,48,8,17,15,256,7440,0.947,1.0101,1.8181,8.69,9.1759
2618,9.1764,c_per_byte,40,8,20,13,256,7440,0.947,0.505,0.754,8.6905,9.1764
2619,9.1784,sign_C,50,5,10,19,32,6256,0.7963,3.1699,9.1784,1.1439,1.4364
2620,9.1798,sign_C,48,4,14,18,16,7280,0.9267,8.0,9.1798,0.6534,0.7051
2621,9.1798,sign_C,48,4,7,19,16,5264,0.6701,8.0,9.1798,0.5944,0.8871
2622,9.1962,c_per_byte,45,5,14,10,256,4640,0.5906,8.0806,5.3437,5.4316,9.1962
2623,9.1962,c_per_byte,45,5,11,13,256,4640,0.5906,8.0806,5.4461,5.4316,9.1962
2624,9.1967,c_per_byte,49,7,23,9,256,6496,0.8269,2.0201,1.8794,7.6046,9.1967
2625,9.1983,sign_C,44,4,10,19,16,6160,0.7841,4.0,9.1983,0.6204,0.7912
2626,9.2146,c_per_byte,48,8,18,14,256,7408,0.943,1.0101,1.4637,8.6891,9.2146
2627,9.2146,c_per_byte,48,8,15,17,256,7408,0.943,1.0101,3.7235,8.6891,9.2146
2628,9.2207,c_per_byte,48,6,10,18,256,5552,0.7067,4.0403,6.7395,6.5165,9.2207
2629,9.2209,sign_C,48,6,17,18,256,7680,0.9776,4.0403,9.2209,6.5791,6.7299
2630,9.2214,c_per_byte,42,6,14,13,256,5552,0.7067,2.0201,1.7524,6.5169,9.2214
2631,9.2227,c_per_byte,48,6,19,9,256,5552,0.7067,4.0403,3.2077,6.5179,9.2227
2632,9.2237,sign_C,45,5,11,18,256,5520,0.7026,8.0806,9.2237,5.4571,7.7664
2633,9.2264,c_per_byte,45,5,9,16,256,4624,0.5886,8.0806,6.1219,5.4306,9.2264
2634,9.2395,c_per_byte,49,7,12,18,256,6464,0.8228,2.0201,6.1174,7.6023,9.2395
2635,9.2406,c_per_byte,49,7,19,11,256,6464,0.8228,2.0201,1.9161,7.6032,9.2406
2636,9.2474,c_per_byte,42,6,13,14,256,5536,0.7047,2.0201,1.8853,6.5165,9.2474
2637,9.248,c_per_byte,42,6,15,12,256,5536,0.7047,2.0201,1.6804,6.5169,9.248
2638,9.2487,c_per_byte,48,6,21,8,256,5536,0.7047,4.0403,3.2018,6.5174,9.2487
2639,9.2545,c_per_byte,40,8,23,11,256,7376,0.9389,0.505,0.5961,8.6891,9.2545
2640,9.2577,c_per_byte,45,5,8,18,256,4608,0.5866,8.0806,8.1602,5.4302,9.2577
2641,9.2618,c_per_byte,42,7,13,17,256,6448,0.8208,1.0101,3.2359,7.6019,9.2618
2642,9.2624,c_per_byte,42,7,18,12,256,6448,0.8208,1.0101,1.0314,7.6023,9.2624
2643,9.2924,c_per_byte,48,8,14,18,256,7344,0.9348,1.0101,6.0277,8.6868,9.2924
2644,9.2934,c_per_byte,48,8,19,13,256,7344,0.9348,1.0101,1.2753,8.6877,9.2934
2645,9.2998,c_per_byte,48,6,11,16,256,5504,0.7006,4.0403,4.1694,6.5155,9.2998
2646,9.3005,c_per_byte,48,6,17,10,256,5504,0.7006,4.0403,3.2181,6.516,9.3005
2647,9.3074,c_per_byte,49,7,15,14,256,6416,0.8167,2.0201,2.1958,7.6014,9.3074
2648,9.3132,c_per_byte,40,8,21,12,256,7328,0.9328,0.505,0.6487,8.6872,9.3132
2649,9.3208,c_per_byte,45,5,10,14,256,4576,0.5825,8.0806,5.5458,5.4292,9.3208
2650,9.3263,c_per_byte,42,6,12,15,256,5488,0.6986,2.0201,2.129,6.5151,9.3263
2651,9.3269,c_per_byte,42,6,16,11,256,5488,0.6986,2.0201,1.6416,6.5155,9.3269
2652,9.3296,c_per_byte,49,7,14,15,256,6400,0.8147,2.0201,2.4839,7.6005,9.3296
2653,9.3301,c_per_byte,49,7,16,13,256,6400,0.8147,2.0201,2.0407,7.6009,9.3301
2654,9.3307,c_per_byte,42,7,21,10,256,6400,0.8147,1.0101,0.9608,7.6014,9.3307
2655,9.3326,c_per_byte,40,8,17,15,256,7312,0.9308,0.505,1.2857,8.6863,9.3326
2656,9.3326,c_per_byte,40,8,16,16,256,7312,0.9308,0.505,1.9504,8.6863,9.3326
2657,9.3331,c_per_byte,48,8,22,11,256,7312,0.9308,1.0101,1.1258,8.6868,9.3331
2658,9.3336,c_per_byte,48,8,24,10,256,7312,0.9308,1.0101,1.0981,8.6872,9.3336
2659,9.3541,c_per_byte,42,7,23,9,256,6384,0.8126,1.0101,0.9477,7.6014,9.3541
2660,9.3682,sign_C,44,4,17,18,32,7680,0.9776,6.3398,9.3682,0.994,1.0167
2661,9.3726,c_per_byte,40,8,18,14,256,7280,0.9267,0.505,0.9312,8.6854,9.3726
2662,9.3726,c_per_byte,40,8,15,17,256,7280,0.9267,0.505,3.1911,8.6854,9.3726
2663,9.3789,c_per_byte,42,6,10,18,256,5456,0.6945,2.0201,5.1422,6.5137,9.3789
2664,9.381,c_per_byte,42,6,19,9,256,5456,0.6945,2.0201,1.6104,6.5151,9.381
2665,9.3849,c_per_byte,40,5,9,16,256,4544,0.5784,4.0403,3.4597,5.4283,9.3849
2666,9.3961,sign_C,42,6,11,19,256,5936,0.7556,2.0201,9.3961,6.5281,8.6396
2667,9.3983,c_per_byte,49,7,13,16,256,6352,0.8086,2.0201,3.0156,7.5991,9.3983
2668,9.3983,c_per_byte,42,7,12,18,256,6352,0.8086,1.0101,5.1856,7.5991,9.3983
2669,9.3989,c_per_byte,49,7,17,12,256,6352,0.8086,2.0201,1.9577,7.5995,9.3989
2670,9.3995,c_per_byte,42,7,19,11,256,6352,0.8086,1.0101,0.9844,7.6,9.3995
2671,9.4079,c_per_byte,42,6,21,8,256,5440,0.6925,2.0201,1.6045,6.5146,9.4079
2672,9.4135,c_per_byte,48,8,20,12,256,7248,0.9226,1.0101,1.1756,8.6849,9.4135
2673,9.4172,c_per_byte,40,5,8,18,256,4528,0.5764,4.0403,5.4981,5.4278,9.4172
2674,9.4227,c_per_byte,49,7,22,9,256,6336,0.8065,2.0201,1.8787,7.5995,9.4227
2675,9.4227,c_per_byte,49,7,20,10,256,6336,0.8065,2.0201,1.8912,7.5995,9.4227
2676,9.4336,c_per_byte,48,6,14,12,256,5424,0.6904,4.0403,3.2721,6.5132,9.4336
2677,9.4336,c_per_byte,48,6,13,13,256,5424,0.6904,4.0403,3.3386,6.5132,9.4336
2678,9.4395,sign_C,42,7,12,19,256,6544,0.833,1.0101,9.4395,7.6046,9.1293
2679,9.4532,c_per_byte,40,8,14,18,256,7216,0.9185,0.505,5.4953,8.6831,9.4532
2680,9.4542,c_per_byte,40,8,19,13,256,7216,0.9185,0.505,0.7429,8.684,9.4542
2681,9.4608,c_per_byte,42,6,11,16,256,5408,0.6884,2.0201,2.5721,6.5128,9.4608
2682,9.4615,c_per_byte,42,6,17,10,256,5408,0.6884,2.0201,1.6208,6.5132,9.4615
2683,9.4688,c_per_byte,42,7,15,14,256,6304,0.8024,1.0101,1.2641,7.5981,9.4688
2684,9.4697,sign_C,40,4,11,19,32,5968,0.7597,3.1699,9.4697,0.9439,1.2424
2685,9.4876,c_per_byte,48,6,10,17,256,5392,0.6864,4.0403,4.967,6.5118,9.4876
2686,9.4882,c_per_byte,48,6,12,14,256,5392,0.6864,4.0403,3.4604,6.5123,9.4882
2687,9.4889,c_per_byte,48,6,15,11,256,5392,0.6864,4.0403,3.2361,6.5128,9.4889
2688,9.4889,c_per_byte,48,6,18,9,256,5392,0.6864,4.0403,3.207,6.5128,9.4889
2689,9.4896,c_per_byte,48,6,20,8,256,5392,0.6864,4.0403,3.2015,6.5132,9.4896
2690,9.4917,c_per_byte,42,7,14,15,256,6288,0.8004,1.0101,1.5521,7.5972,9.4917
2691,9.4923,c_per_byte,42,7,16,13,256,6288,0.8004,1.0101,1.109,7.5977,9.4923
2692,9.4948,c_per_byte,48,8,16,15,256,7184,0.9145,1.0101,1.7738,8.6826,9.4948
2693,9.4953,c_per_byte,40,8,22,11,256,7184,0.9145,0.505,0.5933,8.6831,9.4953
2694,9.4958,c_per_byte,40,8,24,10,256,7184,0.9145,0.505,0.5657,8.6835,9.4958
2695,9.5153,c_per_byte,49,7,12,17,256,6272,0.7984,2.0201,3.9904,7.5968,9.5153
2696,9.5155,c_per_byte,48,8,17,14,256,7168,0.9124,1.0101,1.4415,8.6821,9.5155
2697,9.5155,c_per_byte,48,8,15,16,256,7168,0.9124,1.0101,2.3942,8.6821,9.5155
2698,9.5157,c_per_byte,45,5,8,17,256,4480,0.5703,8.0806,6.7422,5.4265,9.5157
2699,9.5157,c_per_byte,45,5,9,15,256,4480,0.5703,8.0806,5.7231,5.4265,9.5157
2700,9.5159,c_per_byte,49,7,18,11,256,6272,0.7984,2.0201,1.9133,7.5972,9.5159
2701,9.5165,c_per_byte,45,5,12,11,256,4480,0.5703,8.0806,5.3575,5.4269,9.5165
2702,9.5171,c_per_byte,49,7,24,8,256,6272,0.7984,2.0201,1.8718,7.5981,9.5171
2703,9.5301,sign_C,42,6,13,19,32,7536,0.9593,0.3962,9.5301,1.3735,1.4319
2704,9.5343,sign_C,48,4,15,18,16,7584,0.9654,8.0,9.5343,0.6626,0.6864
2705,9.5462,sign_C,40,5,13,19,16,7616,0.9695,0.5,9.5462,0.7731,0.7974
2706,9.5498,c_per_byte,45,5,11,12,256,4464,0.5682,8.0806,5.3852,5.4265,9.5498
2707,9.5521,sign_C,45,5,12,19,32,6816,0.8676,1.5849,9.5521,1.1606,1.3376
2708,9.5581,c_per_byte,48,8,23,10,256,7136,0.9084,1.0101,1.0967,8.6821,9.5581
2709,9.562,sign_C,40,4,12,19,16,6736,0.8574,2.0,9.562,0.6376,0.7436
2710,9.5629,c_per_byte,42,7,13,16,256,6240,0.7943,1.0101,2.0838,7.5958,9.5629
2711,9.5635,c_per_byte,42,7,17,12,256,6240,0.7943,1.0101,1.0259,7.5963,9.5635
2712,9.5754,sign_C,48,6,9,19,256,5392,0.6864,4.0403,9.5754,6.5118,9.4876
2713,9.5776,c_per_byte,48,8,14,17,256,7120,0.9063,1.0101,3.5463,8.6803,9.5776
2714,9.5781,c_per_byte,48,8,18,13,256,7120,0.9063,1.0101,1.2643,8.6807,9.5781
2715,9.5782,sign_C,45,5,12,18,256,5824,0.7413,8.0806,9.5782,5.4659,7.3729
2716,9.5786,c_per_byte,48,8,21,11,256,7120,0.9063,1.0101,1.123,8.6812,9.5786
2717,9.5786,c_per_byte,40,8,20,12,256,7120,0.9063,0.505,0.6432,8.6812,9.5786
2718,9.5869,c_per_byte,42,7,11,19,256,6224,0.7923,1.0101,8.7305,7.5954,9.5869
2719,9.5881,c_per_byte,42,7,20,10,256,6224,0.7923,1.0101,0.9594,7.5963,9.5881
2720,9.5881,c_per_byte,42,7,22,9,256,6224,0.7923,1.0101,0.947,7.5963,9.5881
2721,9.5995,c_per_byte,42,6,14,12,256,5328,0.6782,2.0201,1.6748,6.5104,9.5995
2722,9.5995,c_per_byte,42,6,13,13,256,5328,0.6782,2.0201,1.7413,6.5104,9.5995
2723,9.5995,c_per_byte,48,6,11,15,256,5328,0.6782,4.0403,3.682,6.5104,9.5995
2724,9.6002,c_per_byte,48,6,16,10,256,5328,0.6782,4.0403,3.2167,6.5109,9.6002
2725,9.6503,c_per_byte,45,5,10,13,256,4416,0.5621,8.0806,5.4351,5.4246,9.6503
2726,9.6554,c_per_byte,42,6,9,19,256,5296,0.6741,2.0201,7.9781,6.509,9.6554
2727,9.6554,c_per_byte,42,6,10,17,256,5296,0.6741,2.0201,3.3697,6.509,9.6554
2728,9.6561,c_per_byte,42,6,12,14,256,5296,0.6741,2.0201,1.8631,6.5095,9.6561
2729,9.6568,c_per_byte,42,6,15,11,256,5296,0.6741,2.0201,1.6388,6.51,9.6568
2730,9.6568,c_per_byte,42,6,18,9,256,5296,0.6741,2.0201,1.6097,6.51,9.6568
2731,9.6575,c_per_byte,42,6,20,8,256,5296,0.6741,2.0201,1.6042,6.5104,9.6575
2732,9.6597,c_per_byte,49,7,14,14,256,6176,0.7862,2.0201,2.1737,7.594,9.6597
2733,9.6603,c_per_byte,49,7,15,13,256,6176,0.7862,2.0201,2.0297,7.5944,9.6603
2734,9.6609,c_per_byte,49,7,21,9,256,6176,0.7862,2.0201,1.878,7.5949,9.6609
2735,9.6623,sign_C,49,7,11,19,256,6336,0.8065,2.0201,9.6623,7.5986,9.4215
2736,9.6629,c_per_byte,40,8,16,15,256,7056,0.8982,0.505,1.2414,8.6789,9.6629
2737,9.6838,c_per_byte,48,8,13,18,256,7040,0.8961,1.0101,5.6732,8.678,9.6838
2738,9.6842,c_per_byte,42,7,12,17,256,6160,0.7841,1.0101,3.0587,7.5935,9.6842
2739,9.6842,c_per_byte,49,7,11,18,256,6160,0.7841,2.0201,5.7629,7.5935,9.6842
2740,9.6843,c_per_byte,40,8,17,14,256,7040,0.8961,0.505,0.9091,8.6784,9.6843
2741,9.6843,c_per_byte,40,8,15,16,256,7040,0.8961,0.505,1.8618,8.6784,9.6843
2742,9.6848,c_per_byte,42,7,18,11,256,6160,0.7841,1.0101,0.9816,7.594,9.6848
2743,9.6848,c_per_byte,48,8,19,12,256,7040,0.8961,1.0101,1.1701,8.6789,9.6848
2744,9.6854,c_per_byte,49,7,19,10,256,6160,0.7841,2.0201,1.8898,7.5944,9.6854
2745,9.686,c_per_byte,42,7,24,8,256,6160,0.7841,1.0101,0.94,7.5949,9.686
2746,9.7088,c_per_byte,49,7,13,15,256,6144,0.7821,2.0201,2.4395,7.593,9.7088
2747,9.7094,c_per_byte,49,7,16,12,256,6144,0.7821,2.0201,1.9521,7.5935,9.7094
2748,9.7226,sign_C,44,4,9,19,32,5392,0.6864,6.3398,9.7226,0.9267,1.3502
2749,9.7286,c_per_byte,40,8,23,10,256,7008,0.8921,0.505,0.5643,8.6784,9.7286
2750,9.7353,c_per_byte,49,7,23,8,256,6128,0.78,2.0201,1.8715,7.594,9.7353
2751,9.7389,sign_C,40,5,13,19,32,7056,0.8982,0.7925,9.7389,1.1675,1.2999
2752,9.7416,c_per_byte,48,6,9,18,256,5248,0.668,4.0403,6.385,6.5077,9.7416
2753,9.7437,c_per_byte,48,6,19,8,256,5248,0.668,4.0403,3.2011,6.509,9.7437
2754,9.7487,c_per_byte,40,8,14,17,256,6992,0.89,0.505,3.0139,8.6766,9.7487
2755,9.7492,sign_C,40,8,13,19,256,7120,0.9063,0.505,9.7492,8.6803,9.5776
2756,9.7492,c_per_byte,40,8,18,13,256,6992,0.89,0.505,0.7318,8.677,9.7492
2757,9.7498,c_per_byte,40,8,21,11,256,6992,0.89,0.505,0.5906,8.6775,9.7498
2758,9.752,sign_C,40,5,10,19,256,5296,0.6741,4.0403,9.752,5.4501,8.0846
2759,9.7707,c_per_byte,48,6,10,16,256,5232,0.666,4.0403,4.0808,6.5072,9.7707
2760,9.7714,c_per_byte,42,6,11,15,256,5232,0.666,2.0201,2.0847,6.5077,9.7714
2761,9.7721,c_per_byte,42,6,16,10,256,5232,0.666,2.0201,1.6194,6.5081,9.7721
2762,9.7721,c_per_byte,48,6,17,9,256,5232,0.666,4.0403,3.2063,6.5081,9.7721
2763,9.7888,c_per_byte,45,5,8,16,256,4352,0.554,8.0806,6.0333,5.4227,9.7888
2764,9.7935,c_per_byte,48,8,22,10,256,6960,0.8859,1.0101,1.0953,8.6766,9.7935
2765,9.8007,c_per_byte,48,6,13,12,256,5216,0.664,4.0403,3.2666,6.5072,9.8007
2766,9.8086,c_per_byte,49,7,12,16,256,6080,0.7739,2.0201,2.927,7.5912,9.8086
2767,9.8092,c_per_byte,49,7,17,11,256,6080,0.7739,2.0201,1.9106,7.5916,9.8092
2768,9.8201,c_per_byte,45,9,20,13,256,7808,0.9939,0.505,0.8205,9.7601,9.8201
2769,9.8256,sign_C,50,5,12,19,16,7456,0.9491,2.0,9.8256,0.7684,0.8097
2770,9.8256,sign_C,50,5,6,20,16,5632,0.7169,2.0,9.8256,0.7146,0.9968
2771,9.8302,c_per_byte,48,6,14,11,256,5200,0.6619,4.0403,3.2333,6.5067,9.8302
2772,9.8302,c_per_byte,48,6,12,13,256,5200,0.6619,4.0403,3.3275,6.5067,9.8302
2773,9.8339,c_per_byte,42,7,14,14,256,6064,0.7719,1.0101,1.2419,7.5907,9.8339
2774,9.8345,c_per_byte,42,7,15,13,256,6064,0.7719,1.0101,1.0979,7.5912,9.8345
2775,9.8351,c_per_byte,42,7,21,9,256,6064,0.7719,1.0101,0.9463,7.5916,9.8351
2776,9.8367,c_per_byte,48,8,12,19,256,6928,0.8819,1.0101,9.5726,8.6747,9.8367
2777,9.8372,c_per_byte,48,8,15,15,256,6928,0.8819,1.0101,1.7295,8.6752,9.8372
2778,9.8372,c_per_byte,48,8,16,14,256,6928,0.8819,1.0101,1.4193,8.6752,9.8372
2779,9.8377,c_per_byte,48,8,20,11,256,6928,0.8819,1.0101,1.1202,8.6756,9.8377
2780,9.8383,c_per_byte,48,8,24,9,256,6928,0.8819,1.0101,1.0815,8.6761,9.8383
2781,9.8433,sign_C,48,6,13,19,32,7632,0.9715,0.7925,9.8433,1.3763,1.4167
2782,9.8589,c_per_byte,40,8,13,18,256,6912,0.8798,0.505,5.1408,8.6742,9.8589
2783,9.8593,c_per_byte,42,7,11,18,256,6048,0.7699,1.0101,4.8311,7.5903,9.8593
2784,9.86,c_per_byte,40,8,19,12,256,6912,0.8798,0.505,0.6377,8.6752,9.86
2785,9.8605,c_per_byte,42,7,19,10,256,6048,0.7699,1.0101,0.9581,7.5912,9.8605
2786,9.8757,sign_C,45,5,13,19,16,7696,0.9796,1.0,9.8757,0.7754,0.7915
2787,9.8813,c_per_byte,48,8,14,16,256,6896,0.8778,1.0101,2.3056,8.6738,9.8813
2788,9.8818,c_per_byte,48,8,17,13,256,6896,0.8778,1.0101,1.2532,8.6742,9.8818
2789,9.8848,c_per_byte,42,7,13,15,256,6032,0.7678,1.0101,1.5078,7.5898,9.8848
2790,9.8855,c_per_byte,42,7,16,12,256,6032,0.7678,1.0101,1.0204,7.5903,9.8855
2791,9.8874,sign_C,50,5,11,19,32,6576,0.8371,3.1699,9.8874,1.1536,1.3781
2792,9.8888,sign_C,48,4,8,19,16,5584,0.7108,8.0,9.8888,0.6037,0.8493
2793,9.8955,c_per_byte,45,5,7,18,256,4304,0.5479,8.0806,7.8057,5.4213,9.8955
2794,9.8998,c_per_byte,45,9,23,11,256,7744,0.9857,0.505,0.6627,9.7587,9.8998
2795,9.9073,sign_C,44,4,11,19,16,6480,0.8248,4.0,9.9073,0.6302,0.764
2796,9.9099,c_per_byte,49,7,10,19,256,6016,0.7658,2.0201,8.9533,7.5889,9.9099
2797,9.9117,c_per_byte,49,7,20,9,256,6016,0.7658,2.0201,1.8773,7.5903,9.9117
2798,9.9123,c_per_byte,42,7,23,8,256,6016,0.7658,1.0101,0.9397,7.5907,9.9123
2799,9.9189,c_per_byte,42,6,9,18,256,5152,0.6558,2.0201,4.7877,6.5049,9.9189
2800,9.9196,c_per_byte,48,6,11,14,256,5152,0.6558,4.0403,3.4383,6.5053,9.9196
2801,9.9203,c_per_byte,48,6,15,10,256,5152,0.6558,4.0403,3.2153,6.5058,9.9203
2802,9.9327,sign_C,45,5,13,18,256,6128,0.78,8.0806,9.9327,5.4747,7.0185
2803,9.9491,c_per_byte,42,6,10,16,256,5136,0.6538,2.0201,2.4835,6.5044,9.9491
2804,9.9505,c_per_byte,42,6,17,9,256,5136,0.6538,2.0201,1.609,6.5053,9.9505
2805,9.9597,c_per_byte,45,9,21,12,256,7696,0.9796,0.505,0.7153,9.7568,9.9597
2806,9.9623,c_per_byte,49,7,11,17,256,5984,0.7617,2.0201,3.8132,7.5884,9.9623
2807,9.9629,c_per_byte,49,7,18,10,256,5984,0.7617,2.0201,1.8884,7.5889,9.9629
2808,9.9635,c_per_byte,49,7,22,8,256,5984,0.7617,2.0201,1.8711,7.5893,9.9635
2809,9.9717,c_per_byte,48,8,13,17,256,6832,0.8697,1.0101,3.369,8.6719,9.9717
2810,9.9722,c_per_byte,48,8,18,12,256,6832,0.8697,1.0101,1.1646,8.6724,9.9722
2811,9.9728,c_per_byte,40,8,22,10,256,6832,0.8697,0.505,0.5629,8.6729,9.9728
2812,9.9795,c_per_byte,45,9,17,15,256,7680,0.9776,0.505,1.3523,9.7559,9.9795
2813,9.9795,c_per_byte,45,9,16,16,256,7680,0.9776,0.505,2.0169,9.7559,9.9795
2814,9.9802,c_per_byte,42,6,13,12,256,5120,0.6517,2.0201,1.6693,6.5044,9.9802
2815,9.9884,c_per_byte,42,7,12,16,256,5968,0.7597,1.0101,1.9952,7.5879,9.9884
2816,9.989,c_per_byte,42,7,17,11,256,5968,0.7597,1.0101,0.9788,7.5884,9.989
2817,9.991,sign_C,40,10,7,20,32,7488,0.9532,0.0495,9.991,2.1401,2.2453
2818,9.9916,sign_C,40,8,7,20,16,7488,0.9532,0.0625,9.9916,1.0988,1.1528
2819,10.0101,c_per_byte,48,6,9,17,256,5104,0.6497,4.0403,4.7898,6.5035,10.0101
2820,10.0108,c_per_byte,42,6,12,13,256,5104,0.6497,2.0201,1.7302,6.5039,10.0108
2821,10.0108,c_per_byte,42,6,14,11,256,5104,0.6497,2.0201,1.6361,6.5039,10.0108
2822,10.0115,c_per_byte,48,6,18,8,256,5104,0.6497,4.0403,3.2008,6.5044,10.0115
2823,10.0146,c_per_byte,49,7,14,13,256,5952,0.7576,2.0201,2.0186,7.5875,10.0146
2824,10.0176,c_per_byte,40,8,12,19,256,6800,0.8656,0.505,9.0402,8.671,10.0176
2825,10.0181,c_per_byte,40,8,15,15,256,6800,0.8656,0.505,1.1971,8.6715,10.0181
2826,10.0181,c_per_byte,40,8,16,14,256,6800,0.8656,0.505,0.8869,8.6715,10.0181
